#Parameters = {D_center=12; L1=19.68; L2=2; L3=2.5; L4=15.5; L_diff=2.83; L_sub=53.66; W_50=1.36; W_sub=53.66; Z_mid=26.83; cm=0.3; ct=12; g_slot=2; h1=2; h2=2; h3=2; h4=2; h_sub=0.8; hole_puncher=0.87365; hole_puncher1=0.9; margin=1.92; needle_radius=0.635; nutrient_solution=0.01; pipe_OD=50; pipe_Ri=8; pipe_Ro=10; r_SRR=24; r_SRR_in=21.6; sigma_fluid=0.5; spacing=0.4; t_PDMS_microstrip=0.35; t_SRR=0.07; t_gnd=0.07; t_metal=0.5; t_microstrip=0.07; t_wall=2; w_channel=2; w_diff=2.83}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
1.0000000000000	-0.0082463095668095
1.0040000000000	-0.0082395686095579
1.0080000000000	-0.0082330585540054
1.0120000000000	-0.0082267807867115
1.0160000000000	-0.0082207367146738
1.0200000000000	-0.0082149277657434
1.0240000000000	-0.0082093553890276
1.0280000000000	-0.0082040210553294
1.0320000000000	-0.0081989262575737
1.0360000000000	-0.0081940725112562
1.0400000000000	-0.0081894613548957
1.0440000000000	-0.0081850943505092
1.0480000000000	-0.0081809730840720
1.0520000000000	-0.0081770991660274
1.0560000000000	-0.0081734742317718
1.0600000000000	-0.0081700999421744
1.0640000000000	-0.0081669779840930
1.0680000000000	-0.0081641100709220
1.0720000000000	-0.0081614979431301
1.0760000000000	-0.0081591433688332
1.0800000000000	-0.0081570481443581
1.0840000000000	-0.0081552140948494
1.0880000000000	-0.0081536430748555
1.0920000000000	-0.0081523369689612
1.0960000000000	-0.0081512976924124
1.1000000000000	-0.0081505271917738
1.1040000000000	-0.0081500274455849
1.1080000000000	-0.0081498004650488
1.1120000000000	-0.0081498482947307
1.1160000000000	-0.0081501730132669
1.1200000000000	-0.0081507767341014
1.1240000000000	-0.0081516616062453
1.1280000000000	-0.0081528298150326
1.1320000000000	-0.0081542835829268
1.1360000000000	-0.0081560251703089
1.1400000000000	-0.0081580568763359
1.1440000000000	-0.0081603810397607
1.1480000000000	-0.0081630000398317
1.1520000000000	-0.0081659162971662
1.1560000000000	-0.0081691322746885
1.1600000000000	-0.0081726504785497
1.1640000000000	-0.0081764734591134
1.1680000000000	-0.0081806038119274
1.1720000000000	-0.0081850441787549
1.1760000000000	-0.0081897972486109
1.1800000000000	-0.0081948657588255
1.1840000000000	-0.0082002524961567
1.1880000000000	-0.0082059602978977
1.1920000000000	-0.0082119920530528
1.1960000000000	-0.0082183507035067
1.2000000000000	-0.0082250392452527
1.2040000000000	-0.0082320607296398
1.2080000000000	-0.0082394182646591
1.2120000000000	-0.0082471150162571
1.2160000000000	-0.0082551542096986
1.2200000000000	-0.0082635391309452
1.2240000000000	-0.0082722731280903
1.2280000000000	-0.0082813596128292
1.2320000000000	-0.0082908020619559
1.2360000000000	-0.0083006040189220
1.2400000000000	-0.0083107690954220
1.2440000000000	-0.0083213009730224
1.2480000000000	-0.0083322034048567
1.2520000000000	-0.0083434802173379
1.2560000000000	-0.0083551353119408
1.2600000000000	-0.0083671726670174
1.2640000000000	-0.0083795963396884
1.2680000000000	-0.0083924104677550
1.2720000000000	-0.0084056192716932
1.2760000000000	-0.0084192270566878
1.2800000000000	-0.0084332382147301
1.2840000000000	-0.0084476572267831
1.2880000000000	-0.0084624886649906
1.2920000000000	-0.0084777371949662
1.2960000000000	-0.0084934075781438
1.3000000000000	-0.0085095046741939
1.3040000000000	-0.0085260334435190
1.3080000000000	-0.0085429989497997
1.3120000000000	-0.0085604063626518
1.3160000000000	-0.0085782609603241
1.3200000000000	-0.0085965681325079
1.3240000000000	-0.0086153333832007
1.3280000000000	-0.0086345623336865
1.3320000000000	-0.0086542607255815
1.3360000000000	-0.0086744344239721
1.3400000000000	-0.0086950894206750
1.3440000000000	-0.0087162318375546
1.3480000000000	-0.0087378679299808
1.3520000000000	-0.0087600040903672
1.3560000000000	-0.0087826468518266
1.3600000000000	-0.0088058028919396
1.3640000000000	-0.0088294790366445
1.3680000000000	-0.0088536822642318
1.3720000000000	-0.0088784197094817
1.3760000000000	-0.0089036986679341
1.3800000000000	-0.0089295266002618
1.3840000000000	-0.0089559111368220
1.3880000000000	-0.0089828600823267
1.3920000000000	-0.0090103814206707
1.3960000000000	-0.0090384833199172
1.4000000000000	-0.0090671741374308
1.4040000000000	-0.0090964624251961
1.4080000000000	-0.0091263569352916
1.4120000000000	-0.0091568666255543
1.4160000000000	-0.0091880006654201
1.4200000000000	-0.0092197684419606
1.4240000000000	-0.0092521795661256
1.4280000000000	-0.0092852438791792
1.4320000000000	-0.0093189714593622
1.4360000000000	-0.0093533726287735
1.4400000000000	-0.0093884579604825
1.4440000000000	-0.0094242382858765
1.4480000000000	-0.0094607247022779
1.4520000000000	-0.0094979285807890
1.4560000000000	-0.0095358615744338
1.4600000000000	-0.0095745356265654
1.4640000000000	-0.0096139629795705
1.4680000000000	-0.0096541561838698
1.4720000000000	-0.0096951281072414
1.4760000000000	-0.0097368919444574
1.4800000000000	-0.0097794612272805
1.4840000000000	-0.0098228498347946
1.4880000000000	-0.0098670720041085
1.4920000000000	-0.0099121423414521
1.4960000000000	-0.0099580758336594
1.5000000000000	-0.010004887860071
1.5040000000000	-0.010052594204863
1.5080000000000	-0.010101211069837
1.5120000000000	-0.010150755087665
1.5160000000000	-0.010201243335622
1.5200000000000	-0.010252693349852
1.5240000000000	-0.010305123140120
1.5280000000000	-0.010358551205151
1.5320000000000	-0.010412996548541
1.5360000000000	-0.010468478695248
1.5400000000000	-0.010525017708720
1.5440000000000	-0.010582634208693
1.5480000000000	-0.010641349389640
1.5520000000000	-0.010701185039957
1.5560000000000	-0.010762163561873
1.5600000000000	-0.010824307992147
1.5640000000000	-0.010887642023574
1.5680000000000	-0.010952190027334
1.5720000000000	-0.011017977076222
1.5760000000000	-0.011085028968810
1.5800000000000	-0.011153372254568
1.5840000000000	-0.011223034260001
1.5880000000000	-0.011294043115832
1.5920000000000	-0.011366427785316
1.5960000000000	-0.011440218093668
1.6000000000000	-0.011515444758739
1.6040000000000	-0.011592139422952
1.6080000000000	-0.011670334686541
1.6120000000000	-0.011750064142218
1.6160000000000	-0.011831362411264
1.6200000000000	-0.011914265181166
1.6240000000000	-0.011998809244844
1.6280000000000	-0.012085032541564
1.6320000000000	-0.012172974199603
1.6360000000000	-0.012262674580767
1.6400000000000	-0.012354175326845
1.6440000000000	-0.012447519408097
1.6480000000000	-0.012542751173872
1.6520000000000	-0.012639916405487
1.6560000000000	-0.012739062371443
1.6600000000000	-0.012840237885130
1.6640000000000	-0.012943493365133
1.6680000000000	-0.013048880898291
1.6720000000000	-0.013156454305603
1.6760000000000	-0.013266269211204
1.6800000000000	-0.013378383114512
1.6840000000000	-0.013492855465736
1.6880000000000	-0.013609747744938
1.6920000000000	-0.013729123544795
1.6960000000000	-0.013851048657321
1.7000000000000	-0.013975591164721
1.7040000000000	-0.014102821534608
1.7080000000000	-0.014232812719843
1.7120000000000	-0.014365640263236
1.7160000000000	-0.014501382407378
1.7200000000000	-0.014640120209914
1.7240000000000	-0.014781937664537
1.7280000000000	-0.014926921828039
1.7320000000000	-0.015075162953786
1.7360000000000	-0.015226754631945
1.7400000000000	-0.015381793936902
1.7440000000000	-0.015540381582262
1.7480000000000	-0.015702622083877
1.7520000000000	-0.015868623931407
1.7560000000000	-0.016038499768893
1.7600000000000	-0.016212366584896
1.7640000000000	-0.016390345912792
1.7680000000000	-0.016572564041822
1.7720000000000	-0.016759152239598
1.7760000000000	-0.016950246986717
1.7800000000000	-0.017145990224303
1.7840000000000	-0.017346529615239
1.7880000000000	-0.017552018820001
1.7920000000000	-0.017762617787994
1.7960000000000	-0.017978493065410
1.8000000000000	-0.018199818120663
1.8040000000000	-0.018426773688588
1.8080000000000	-0.018659548134583
1.8120000000000	-0.018898337840097
1.8160000000000	-0.019143347610816
1.8200000000000	-0.019394791109144
1.8240000000000	-0.019652891312607
1.8280000000000	-0.019917880999972
1.8320000000000	-0.020190003266972
1.8360000000000	-0.020469512073784
1.8400000000000	-0.020756672826389
1.8440000000000	-0.021051762994320
1.8480000000000	-0.021355072767361
1.8520000000000	-0.021666905754015
1.8560000000000	-0.021987579724815
1.8600000000000	-0.022317427403748
1.8640000000000	-0.022656797311393
1.8680000000000	-0.023006054663647
1.8720000000000	-0.023365582330219
1.8760000000000	-0.023735781857508
1.8800000000000	-0.024117074560763
1.8840000000000	-0.024509902690972
1.8880000000000	-0.024914730682310
1.8920000000000	-0.025332046486570
1.8960000000000	-0.025762363001487
1.9000000000000	-0.026206219600610
1.9040000000000	-0.026664183772962
1.9080000000000	-0.027136852881566
1.9120000000000	-0.027624856050716
1.9160000000000	-0.028128856192856
1.9200000000000	-0.028649552186886
1.9240000000000	-0.029187681220943
1.9280000000000	-0.029744021313900
1.9320000000000	-0.030319394031263
1.9360000000000	-0.030914667412681
1.9400000000000	-0.031530759130055
1.9440000000000	-0.032168639897088
1.9480000000000	-0.032829337153341
1.9520000000000	-0.033513939048148
1.9560000000000	-0.034223598752537
1.9600000000000	-0.034959539130141
1.9640000000000	-0.035723057801536
1.9680000000000	-0.036515532640091
1.9720000000000	-0.037338427741657
1.9760000000000	-0.038193299915082
1.9800000000000	-0.039081805745858
1.9840000000000	-0.040005709291127
1.9880000000000	-0.040966890471015
1.9920000000000	-0.041967354228821
1.9960000000000	-0.043009240541151
2.0000000000000	-0.044094835368795
2.0040000000000	-0.045226582650190
2.0080000000000	-0.046407097451682
2.0120000000000	-0.047639180403198
2.0160000000000	-0.048925833563956
2.0200000000000	-0.050270277881470
2.0240000000000	-0.051675972428098
2.0280000000000	-0.053146635623747
2.0320000000000	-0.054686268680932
2.0360000000000	-0.056299181540429
2.0400000000000	-0.057990021602406
2.0440000000000	-0.059763805600337
2.0480000000000	-0.061625955013972
2.0520000000000	-0.063582335474311
2.0560000000000	-0.065639300679476
2.0600000000000	-0.067803741416765
2.0640000000000	-0.070083140375557
2.0680000000000	-0.072485633539831
2.0720000000000	-0.075020079071170
2.0760000000000	-0.077696134736223
2.0800000000000	-0.080524345101103
2.0840000000000	-0.083516239913708
2.0880000000000	-0.086684445329835
2.0920000000000	-0.090042809917142
2.0960000000000	-0.093606547701866
2.1000000000000	-0.097392400917171
2.1040000000000	-0.10141882558318
2.1080000000000	-0.10570620361316
2.1120000000000	-0.11027708581894
2.1160000000000	-0.11515647100708
2.1200000000000	-0.12037212734680
2.1240000000000	-0.12595496339197
2.1280000000000	-0.13193945760154
2.1320000000000	-0.13836415698891
2.1360000000000	-0.14527225772069
2.1400000000000	-0.15271228317812
2.1440000000000	-0.16073887832030
2.1480000000000	-0.16941374330830
2.1520000000000	-0.17880673447389
2.1560000000000	-0.18899716711412
2.1600000000000	-0.20007536261004
2.1640000000000	-0.21214449245233
2.1680000000000	-0.22532278449076
2.1720000000000	-0.23974617286181
2.1760000000000	-0.25557149357610
2.1800000000000	-0.27298035394418
2.1840000000000	-0.29218383755997
2.1880000000000	-0.31342824961971
2.1920000000000	-0.33700216275155
2.1960000000000	-0.36324509489713
2.2000000000000	-0.39255824273717
2.2040000000000	-0.42541781244187
2.2080000000000	-0.46239164107783
2.2120000000000	-0.50415999465473
2.2160000000000	-0.55154167034215
2.2200000000000	-0.60552682616503
2.2240000000000	-0.66731830893293
2.2280000000000	-0.73838362831241
2.2320000000000	-0.82052006699004
2.2360000000000	-0.91593556922386
2.2400000000000	-1.0273476763225
2.2440000000000	-1.1581011809228
