#Parameters = {D_center=12; L1=7.2; L2=2; L3=2; L4=18; L_diff=2.83; L_sub=19.66; W_50=1.36; W_sub=19.66; Z_mid=9.83; cm=0.3; ct=12; g_slot=0.8; h1=2; h2=2; h3=2; h4=2; h_sub=13; hole_puncher=0.87365; hole_puncher1=1.7; needle_radius=0.635; nutrient_solution=0.01; pipe_OD=50; pipe_Ri=8; pipe_Ro=10; r_SRR=7; r_SRR_in=4.6; sigma_fluid=0.5; spacing=0.4; t_PDMS_microstrip=0.35; t_SRR=2; t_gnd=2; t_metal=0.5; t_microstrip=1; t_wall=2; w_channel=2; w_diff=2.83}
#"Frequency / GHz"	"S1,1 (69) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.35149105975168
1.0040000000000	-0.35483666839038
1.0080000000000	-0.35821476385255
1.0120000000000	-0.36162569850999
1.0160000000000	-0.36506982928456
1.0200000000000	-0.36854751771545
1.0240000000000	-0.37205913002763
1.0280000000000	-0.37560503720137
1.0320000000000	-0.37918561504296
1.0360000000000	-0.38280124425658
1.0400000000000	-0.38645231051736
1.0440000000000	-0.39013920454566
1.0480000000000	-0.39386232218263
1.0520000000000	-0.39762206446691
1.0560000000000	-0.40141883771277
1.0600000000000	-0.40525305358943
1.0640000000000	-0.40912512920177
1.0680000000000	-0.41303548717236
1.0720000000000	-0.41698455572492
1.0760000000000	-0.42097276876914
1.0800000000000	-0.42500056598694
1.0840000000000	-0.42906839292015
1.0880000000000	-0.43317670105977
1.0920000000000	-0.43732594793664
1.0960000000000	-0.44151659721370
1.1000000000000	-0.44574911877978
1.1040000000000	-0.45002398884501
1.1080000000000	-0.45434169003789
1.1120000000000	-0.45870271150390
1.1160000000000	-0.46310754900594
1.1200000000000	-0.46755670502634
1.1240000000000	-0.47205068887075
1.1280000000000	-0.47659001677371
1.1320000000000	-0.48117521200610
1.1360000000000	-0.48580680498440
1.1400000000000	-0.49048533338182
1.1440000000000	-0.49521134224141
1.1480000000000	-0.49998538409101
1.1520000000000	-0.50480801906034
1.1560000000000	-0.50967981499997
1.1600000000000	-0.51460134760243
1.1640000000000	-0.51957320052546
1.1680000000000	-0.52459596551725
1.1720000000000	-0.52967024254406
1.1760000000000	-0.53479663991991
1.1800000000000	-0.53997577443863
1.1840000000000	-0.54520827150813
1.1880000000000	-0.55049476528713
1.1920000000000	-0.55583589882417
1.1960000000000	-0.56123232419918
1.2000000000000	-0.56668470266742
1.2040000000000	-0.57219370480605
1.2080000000000	-0.57776001066325
1.2120000000000	-0.58338430990992
1.2160000000000	-0.58906730199416
1.2200000000000	-0.59480969629843
1.2240000000000	-0.60061221229947
1.2280000000000	-0.60647557973113
1.2320000000000	-0.61240053875002
1.2360000000000	-0.61838784010414
1.2400000000000	-0.62443824530459
1.2440000000000	-0.63055252680017
1.2480000000000	-0.63673146815527
1.2520000000000	-0.64297586423085
1.2560000000000	-0.64928652136873
1.2600000000000	-0.65566425757907
1.2640000000000	-0.66210990273142
1.2680000000000	-0.66862429874893
1.2720000000000	-0.67520829980637
1.2760000000000	-0.68186277253144
1.2800000000000	-0.68858859620992
1.2840000000000	-0.69538666299444
1.2880000000000	-0.70225787811707
1.2920000000000	-0.70920316010564
1.2960000000000	-0.71622344100426
1.3000000000000	-0.72331966659751
1.3040000000000	-0.73049279663910
1.3080000000000	-0.73774380508426
1.3120000000000	-0.74507368032673
1.3160000000000	-0.75248342544001
1.3200000000000	-0.75997405842283
1.3240000000000	-0.76754661244937
1.3280000000000	-0.77520213612397
1.3320000000000	-0.78294169374052
1.3360000000000	-0.79076636554651
1.3400000000000	-0.79867724801236
1.3440000000000	-0.80667545410507
1.3480000000000	-0.81476211356762
1.3520000000000	-0.82293837320301
1.3560000000000	-0.83120539716383
1.3600000000000	-0.83956436724720
1.3640000000000	-0.84801648319507
1.3680000000000	-0.85656296300021
1.3720000000000	-0.86520504321789
1.3760000000000	-0.87394397928336
1.3800000000000	-0.88278104583526
1.3840000000000	-0.89171753704513
1.3880000000000	-0.90075476695303
1.3920000000000	-0.90989406980944
1.3960000000000	-0.91913680042386
1.4000000000000	-0.92848433451945
1.4040000000000	-0.93793806909493
1.4080000000000	-0.94749942279296
1.4120000000000	-0.95716983627549
1.4160000000000	-0.96695077260650
1.4200000000000	-0.97684371764157
1.4240000000000	-0.98685018042531
1.4280000000000	-0.99697169359603
1.4320000000000	-1.0072098137982
1.4360000000000	-1.0175661221029
1.4400000000000	-1.0280422244362
1.4440000000000	-1.0386397520156
1.4480000000000	-1.0493603617951
1.4520000000000	-1.0602057369189
1.4560000000000	-1.0711775871834
1.4600000000000	-1.0822776495085
1.4640000000000	-1.0935076884176
1.4680000000000	-1.1048694965277
1.4720000000000	-1.1163648950476
1.4760000000000	-1.1279957342874
1.4800000000000	-1.1397638941767
1.4840000000000	-1.1516712847933
1.4880000000000	-1.1637198469023
1.4920000000000	-1.1759115525058
1.4960000000000	-1.1882484054027
1.5000000000000	-1.2007324417609
1.5040000000000	-1.2133657306990
1.5080000000000	-1.2261503748808
1.5120000000000	-1.2390885111208
1.5160000000000	-1.2521823110023
1.5200000000000	-1.2654339815072
1.5240000000000	-1.2788457656583
1.5280000000000	-1.2924199431752
1.5320000000000	-1.3061588311422
1.5360000000000	-1.3200647846901
1.5400000000000	-1.3341401976919
1.5440000000000	-1.3483875034723
1.5480000000000	-1.3628091755310
1.5520000000000	-1.3774077282817
1.5560000000000	-1.3921857178045
1.5600000000000	-1.4071457426156
1.5640000000000	-1.4222904444509
1.5680000000000	-1.4376225090664
1.5720000000000	-1.4531446670550
1.5760000000000	-1.4688596946800
1.5800000000000	-1.4847704147255
1.5840000000000	-1.5008796973652
1.5880000000000	-1.5171904610479
1.5920000000000	-1.5337056734028
1.5960000000000	-1.5504283521626
1.6000000000000	-1.5673615661067
1.6040000000000	-1.5845084360237
1.6080000000000	-1.6018721356949
1.6120000000000	-1.6194558928972
1.6160000000000	-1.6372629904292
1.6200000000000	-1.6552967671579
1.6240000000000	-1.6735606190879
1.6280000000000	-1.6920580004542
1.6320000000000	-1.7107924248379
1.6360000000000	-1.7297674663071
1.6400000000000	-1.7489867605811
1.6440000000000	-1.7684540062216
